start_station,end_station,occurrences
Trondheimsveien,Stortingstunellen,7
Frognerbadet,Jarlsborgveien,7
Skovveien,Colletts gate,7
Uranienborgveien,Hallings gate,7
Adamstuen,The Hub,7
Parkveien,Thereses gate,7
Munkegata,Munkedamsveien,7
Thereses gate,Thomas Heftyes plass,7
Schives gate,Olaf Ryes plass,7
Henrik Wergelands allé,Langkaia,7
Toeyen skole,7. juni-plassen,7
Nordre gate,Biskop Gunnerus' gate,7
Schous plass,Blindern Studenthus,7
Riddervoldplass,Vaar Frelsers gravlund,7
Botanisk hage soer-vest,Griffenfeldts gate,7
Arkaden Nord,Ullevaal sykehus,7
St. Hanshaugen park vest,Gimle Kino,7
Idioten,Carl Berners plass nord,7
Bjoelsendumpa,Salt,7
Skarpsnoparken,Skoeyen Stasjon,7
Langkaia,Hallings gate,7
Galgeberg,Vaar Frelsers gravlund,7
Stavangergata,Frognerstranda,7
Botanisk Hage soer,Tordenskiolds gate,7
Griffenfeldts gate,Colletts gate,7
Bankplassen,Krohgstoetten hospital,7
BI Nydalen,Studenterlunden,7
Blindern studentparkering,Colosseum Kino,7
Torggata,Torshovparken vest,7
Dronningens gate,Fred Olsens gate,7
Skillebekk,Dyvekes bru,7
Ullevaalsveien,Munkedamsveien,7
Stortingstunellen,Thomas Heftyes plass,7
Galgeberg,Dronningens gate,7
Finnmarksgata,Hausmanns gate,7
Kvaernerbyen,Bentsebrugata,7
Jens Bjelkes Gate,Huitfeldts gate,7
Arkaden Nord,Sofienberggata,7
St. Hanshaugen park soer,Georg Morgenstiernes hus,7
Meltzers gate,St. Olavs gate,7
Ullevaalsveien,Colletts gate,7
Riddervoldplass,Gimle Kino,7
Suhms gate,John Colletts plass,7
Enerhaugen,7. juni-plassen,7
Skippergata,Hasle Torg,7
Carl Berners plass soer,Arendalsgata,7
Stjerneplassen,Linaaes gate,7
Hallénparken,Sinsenveien,7
Munkegata,Tordenskiolds gate,7
Stavangergata,Salt,7
Colletts gate,Daelenenggata,7
Friggfeltet,Drammensveien,7
Vippetangen oest,Linaaes gate,7
Sirkustomta,Krebs' gate,7
Myraloekka Øst,Skovveien,7
Griffenfeldts gate,Hans Nielsen Hauges plass,7
Brugata,Hausmanns bru,7
Sommerfrydhagen,Oscars gate,7
Frognerbadet,Hammersborg Torg,7
Stjerneplassen,Skoeyen,7
Studentparlamentet,Salt,7
Tannlegehoeyskolen,Krebs' gate,7
Lakkegata,Stortingstunellen,7
Badebakken,Jakob kirke,7
Brugata,Filipstadveien,7
Toeyen skole,Frognerbadet,7
Rostockgata,Pilestredet Studenthus,7
Kirkeveien,Sinsen T-bane,7
Botanisk Hage vest,Jenny Braatens Plass,7
Borgenveien,Kirkeristen,7
Arkaden Nord,Lodalen busstopp,7
Vestkanttorvet,Skarpsnoparken,7
Sommerfrydhagen,Stortingstunellen,7
Krebs' gate,Marienlyst,7
Soendre gate,Olav Kyrres plass,7
Biskop Gunnerus' gate,Groenlands torg,7
Majorstua skole,Blindern T-Bane,7
Arkaden Soer,7. juni-plassen,7
Birkelunden,Langkaia,7
Nordre gate,Trelastgata,7
Arkaden Nord,Henrik Ibsens gate,7
Sofienbergparken nordvest,Skarpsnoparken,7
Thereses gate,Arkaden Soer,7
Suhms gate,Jenny Braatens Plass,7
Studentparlamentet,Carl Berners plass soer,7
Colbjoernsens gate,Universitetsgata,7
Georg Morgenstiernes hus,Fram-gaarden,7
Huk 1,Drammensveien,7
Skillebekk,Furulund,7
Over Raadhusgata,Elgsletta,7
Slottsparken Øst,Olav Kyrres plass,7
Storo Storsenter,Arkaden Soer,7
Mailundveien,Jenny Braatens Plass,7
Bislettgata,Nybrua holdeplass,7
Schous plass,Hans Nielsen Hauges plass,7
Fredensborg,John Colletts plass,7
Vestkanttorvet,Bjerregaardsgate Øst,7
Pilestredet 63,Vippetangen oest,7
Ullevaalsalléen,Myraloekka Øst,7
Pilestredet 63,Annette Thommessens Plass,7
St. Hanshaugen park nord,Landstads gate,7
Marienlystparken,Lindern,7
Arkaden Soer,Lodalen busstopp,7
Kjeld Stubs gate,Trondheimsveien,7
Hoffsveien,Carl Berners plass nord,7
Blindern studentparkering,Munkegata,7
Torggata,Arkitekt Rivertz Plass,7
Sagene bussholdeplass,Mailundveien,7
Ruseloekkgaarden,Valkyrieplassen,7
Loerenporten,Kampen park Øst,7
Taasen Senter,Jernbanetorget,7
Pilestredet Studenthus,Suhms gate,7
Hausmanns gate,7. juni-plassen,7
Lindern,Hausmanns gate,7
Skippergata,Carl Berners plass soer,7
Sjoelyst,Salt,7
Ullevaalsveien,Salt,7
Sofienbergparken soer,Briskeby,7
Henrik Ibsens gate,Carl Berners plass nord,7
Friggfeltet,Fagerheimgata,7
Skillebekk,Majorstua skole,7
Sirkustomta,Adamstuen,7
Gimle Kino,Riddervoldplass,7
Botanisk hage soer-vest,Toeyenparken,7
Rostockgata,Krohgstoetten hospital,7
Bankplassen,Furulund,7
Myraloekka Øst,Pilestredet,7
Toeyen skole,Grenseveien,7
Gimle Kino,Forskningsveien,7
Henrik Ibsens gate,Olav Kyrres plass,7
Fram-gaarden,Valkyrieplassen,7
Linaaes gate,Nybrua holdeplass,7
Suhms gate,Colbjoernsens gate,7
Dokkveien,John Colletts plass,7
Loerenporten,Bjoelsen Studentby,7
Stavangergata,Sotahjoernet,7
Blindern studentparkering,Krebs' gate,7
Hesselbergs Gate,Jenny Braatens Plass,7
Pilestredet,Frognerstranda,7
Vestkanttorvet,Adamstuen,7
Sofienbergparken nord,Colosseum Kino,7
Grünerhagen Nord,Mailundveien,7
Jakob kirke,Vaalerenga,7
Ensjoe T-bane,Salt,7
Grenseveien,Trelastgata,7
Bak Niels Treschows hus nord,Hallénparken,7
Dyvekes bru,Botanisk Hage vest,7
Studentparlamentet,Thereses gate,7
Universitetsgata,Lakkegata,7
Myraloekka Øst,Over Raadhusgata,7
Gunerius,Sagene bussholdeplass,7
OsloMet,Pilestredet,7
Hesselbergs Gate,Kontraskjaeret,7
OsloMet,Kirkeveien,7
Blindern T-Bane,Adamstuen,7
Sofienbergparken soer,Jenny Braatens Plass,7
Jess Carlsens gate,Marienlyst,7
Bjoelsendumpa,Dokkveien,7
Jens Bjelkes Gate,Georg Morgenstiernes hus,7
Hausmanns gate,Studentparlamentet,7
Edvard Storms gate,Drammensveien,7
St. Olavs gate,Colosseum Kino,7
Loerenporten,Saga Kino,7
Kvaernerbyen,Biskop Gunnerus' gate,7
Majorstua skole,Lakkegata,7
Oslo Handelsgymnasium,Valkyrieplassen,7
Froeen T-bane,Moelleparken,7
Ringnes Park,Ullevaalsalléen,7
Sirkustomta,Schous plass trikkestopp,7
Riddervoldplass,Sjoesiden ved trappen,7
Skippergata,Trelastgata,7
Krohgstoetten hospital,Oslo Hospital,7
Ensjoeveien,Hammersborg Torg,7
Hans Nielsen Hauges plass,Dokkveien,7
Idioten,Pilestredet 63,7
Saga Kino,Arkitekt Rivertz Plass,7
Universitetsgata,Fred Olsens gate,7
Moelleparken,Kirkeveien,7
BI Nydalen,Lille Grensen,7
Ensjoeveien,Nordre gate,7
Botanisk hage soer-vest,Fram-gaarden,7
Koebenhavngata busstopp,Elgsletta,7
Bjerregaards gate,Monolittveien,7
Badebakken,The Hub,7
Toeyenbekken,Skippergata,7
Nordre gate,Furulund,7
Uranienborgveien,Arendalsgata,7
Torshovparken vest,Universitetsgata,7
Georg Morgenstiernes hus,Uranienborgveien,7
Bjoervika,Sinsen T-bane,7
Valkyrieplassen,Daelenenggata,7
Nybrua holdeplass,Klingenberggata,7
Soendre gate,Thomas Heftyes plass,7
Jenny Braatens Plass,Over Raadhusgata,7
Hesselbergs Gate,Langkaia,7
Nydalen,Sommerfrydhagen,7
Grünerhagen Nord,Daelenenggata,7
Koebenhavngata busstopp,Munkegata,7
Henrik Wergelands allé,Forskningsveien,7
Soervest for Slottsparken,Valkyrieplassen,7
Økern Portal,Carl Berners plass soer,7
Sentrum Scene,Uelands gate,7
Kjeld Stubs gate,Munkegata,7
Krebs' gate,Munkegata,7
Jenny Braatens Plass,Filipstadveien,7
Marcus Thranes gate,Sinsenveien,7
Pilestredet 63,Krebs' gate,7
Aker Brygge,Olav Kyrres plass,7
Skoeyen,Sommerfrydhagen,7
Krebs' gate,Ullevaalsveien,7
Ullevaalsalléen,Arkitekt Rivertz Plass,7
Pilestredet Studenthus,Annette Thommessens Plass,7
Loerenveien,Gunerius,7
Torggata,Pilestredet,7
Fred Olsens gate,St. Hanshaugen park soer,7
Toeyenbekken,Filipstadveien,7
Olaf Ryes plass,Majorstua skole,7
Holbergs plass,Sjoelyst,7
Salt,Bjerregaardsgate Øst,7
Idioten,Pilestredet,7
Universitetsgata,Hydroparken,7
OsloMet,Domus Athletica,7
Skoeyen,Stavangergata,7
Hammersborg Torg,Frognerveien,7
Toeyenbekken,Hallénparken,7
Jens Bjelkes Gate,Chr. Michelsens Gate,7
Gunerius,Hallings gate,7
Krebs' gate,Landstads gate,7
Sinsenveien,Loerenveien,7
Colletts gate,Meltzers gate,7
Munkedamsveien,Studenterlunden,7
Universitetsgata,Vippetangen oest,7
Georg Morgenstiernes hus,Arkaden Soer,7
Adamstuen,Helga Helgesens plass,7
Kjeld Stubs gate,Grünerhagen Nord,7
Marienlystparken,Storo Storsenter,7
Grenseveien,Vulkan,7
Gimle Kino,Birkelunden,7
Soervest for Slottsparken,Sofienbergparken nord,7
Forskningsveien,Marienlystparken,7
Botanisk Hage soer,Ensjoeveien,7
Landstads gate,Trondheimsveien,7
Soervest for Slottsparken,Henrik Ibsens gate,7
Torshovdalen oest,Jess Carlsens gate,7
Oslo Plaza,Linaaes gate,7
Ulven Torg,Rostockgata,7
Fagerheimgata,Munkedamsveien,7
Galgeberg,Lille Schous plass,7
Majorstua skole,Mandalls gate,7
Bak Niels Treschows hus nord,Vaar Frelsers gravlund,7
Mailundveien,Ruseloekkgaarden,7
Ullevaal sykehus,Sotahjoernet,7
Over Raadhusgata,Lakkegata,7
Arkaden Soer,Schous plass,7
Thereses gate,Oslo Handelsgymnasium,7
Kampen park Øst,Arkitekt Rivertz Plass,7
Enerhaugen,Botanisk hage soer-vest,7
Griffenfeldts gate,St. Hanshaugen park soer,7
Uranienborgveien,Pilestredet,7
Bjerregaardsgate Øst,Valkyrieplassen,7
Colosseum Kino,Studentparlamentet,7
St. Olavs gate,Arkitekt Rivertz Plass,7
Oscars gate,Tannlegehoeyskolen,7
Henrik Ibsens gate,Colletts gate,7
Skoeyen Stasjon,Majorstuen,7
OsloMet,Sofienbergparken soer,7
Olaf Ryes plass,Domus Athletica,7
The Hub,Suhms gate,7
Sjoesiden ved fontenen,Arkaden Soer,7
Skillebekk,Ringnes Park,7
Boekkerveien,The Hub,7
Nordre gate,Arendalsgata,7
Schives gate,Stensgata,7
Colbjoernsens gate,Jernbanetorget,7
Brynseng T-bane,Arendalsgata,7
Bygdoey allé,Over Raadhusgata,7
Skarpsnoparken,Gimle Kino,7
Nordre gate,Klingenberggata,7
Trelastgata,Norsk Folkemuseum,7
Fysikkbygningen,Pilestredet Studenthus,7
Groenlands torg,Brynseng T-bane,7
Bak Niels Treschows hus soer,Friggfeltet,7
Hallings gate,Koebenhavngata busstopp,7
Dokkveien,Storo Storsenter,7
Bjoelsen moelle,Botanisk Hage vest,7
Spikersuppa Øst,Trondheimsveien,7
Holbergs plass,Daelenenggata,7
Biskop Gunnerus' gate,Toeyen skole,7
Stensgata,Munkegata,7
7. juni-plassen,Mandalls gate,7
Hedmarksgata,Loerenveien,7
Sjoesiden ved trappen,Brynseng T-bane,7
Arendalsgata,Fram-gaarden,7
Arendalsgata,Botanisk hage soer-vest,7
Koebenhavngata busstopp,Skoeyen,7
Torshovparken vest,Enerhaugen,7
Froeen T-bane,Professor Aschehougs plass,7
Lindern,Huk 2,7
Monolittveien,Olav Kyrres plass,7
Oscars gate,Skarpsnoparken,7
Olav Kyrres plass,Griffenfeldts gate,7
Henrik Ibsens gate,Sofienbergparken nordvest,7
Vaterlandsparken,Studenterlunden,7
Stensgata,Bentsebrugata,7
Colletts gate,Oslo Hospital,7
Hallings gate,Arendalsgata,7
Hoffsveien,Adamstuen,7
Sjoelyst,St. Hanshaugen park nord,7
Hoffsveien,7. juni-plassen,7
Schous plass,Ensjoe T-bane,7
Lille Schous plass,Hallings gate,7
Birkelunden,Ensjoeveien,7
Bjoelsen Studentby,Mailundveien,7
Munkegata,Oslo Handelsgymnasium,7
Grünerhagen Nord,Bjoelsendumpa,7
Monolittveien,Dokkveien,7
Kontraskjaeret,Sommerfrydhagen,7
OsloMet,Dronningens gate,7
Pilestredet,Colbjoernsens gate,7
Marcus Thranes gate,Ensjoeveien,7
Furulund,Thune,7
Valkyrieplassen,Olav Kyrres plass,7
Huk 1,Spikersuppa Øst,7
Frognerveien,Badebakken,7
Munkedamsveien,Gimle Kino,7
Munkedamsveien,Professor Aschehougs plass,7
Munkedamsveien,Hesselbergs Gate,7
Jens Bjelkes Gate,Ensjoeveien,7
Fred Olsens gate,Parkveien,7
Toeyenparken,Fyrstikktorget,7
Brugata,Jenny Braatens Plass,7
Schous plass trikkestopp,Majorstuen,7
Pilestredet Studenthus,Ruseloekkgaarden,7
Skoeyen Stasjon,Briskeby,7
Bjoelsendumpa,Griffenfeldts gate,7
Krebs' gate,Carl Berners plass nord,7
Fredensborg,Blindern studentparkering,7
Pilestredet 63,Oslo Plaza,7
Adamstuen,Skoeyen,7
Stortingstunellen,Helga Helgesens plass,7
Colletts gate,Karenslyst allé,7
Majorstuen,Mailundveien,7
Bogstadveien,Anker Hotel,7
Bjerregaardsgate Øst,Jenny Braatens Plass,7
Myraloekka Øst,Hydroparken,7
Studentparlamentet,Gimle Kino,7
Bjerregaardsgate Øst,Drammensveien,7
Lakkegata,Bislett Stadion,7
Botanisk Hage vest,Karenslyst allé,7
Lilleborgbanen,Studenterlunden,7
Blindern T-Bane,Ringnes Park,7
Kontraskjaeret,Lilleborgbanen,7
Bygdoey allé,Soervest for Slottsparken,7
Badebakken,Brugata,7
Parkveien,Volvat,7
Thereses gate,Gimle Kino,7
Trelastgata,Tjuvholmen,7
Majorstuen T-bane,Majorstuen,7
Skippergata,Stjerneplassen,7
Idioten,Borgenveien,7
Kjeld Stubs gate,Galgeberg,7
Marienlyst,Gimle Kino,7
Ensjoe T-bane,Hammersborg Torg,7
Schous plass trikkestopp,Munkedamsveien,7
Georg Morgenstiernes hus,Linaaes gate,7
Vulkan,Valkyrieplassen,7
Krebs' gate,Suhms gate,7
Vulkan,Bak Niels Treschows hus soer,7
Dyvekes bru,Hammersborg Torg,7
AHO,OsloMet,7
Monolittveien,Aker Brygge,7
Landstads gate,Enerhaugen,7
Elgsletta,Over Raadhusgata,7
Sotahjoernet,Pilestredet Studenthus,7
Blindern Studenthus,Munkedamsveien,7
Uelands gate,Skovveien,7
Salt,Krohgstoetten hospital,7
Grünerhagen Nord,Skarpsnoparken,7
Krohgstoetten hospital,Chr. Michelsens Gate,7
Sentrum Scene,Skippergata,7
Over Raadhusgata,Kirkeveien,7
Blindern Studenthus,Linaaes gate,7
Moelleparken,Trelastgata,7
BI Nydalen,Dyvekes bru,7
Majorstuen T-bane,Torggata,7
Arkaden Nord,Botanisk hage soer-vest,7
Raadhusgata,Maritimt Museum,7
Carl Berners plass nord,Adamstuen,7
Anker Hotel,Annette Thommessens Plass,7
Schous plass trikkestopp,Griffenfeldts gate,7
Fredensborg,Bjoelsen Studentby,7
Parkveien,Hausmanns gate,7
Dronningens gate,Huitfeldts gate,7
Grünerhagen Nord,Sotahjoernet,7
Skoeyen,Torggata,7
Uelands gate,Studentparlamentet,7
Myraloekka Øst,Ila,7
Universitetsgata,Valkyrieplassen,7
Anker Hotel,Myraloekka Øst,7
Georg Morgenstiernes hus,Enerhaugen,7
Myraloekka Øst,Friggfeltet,7
Filipstadveien,Elgsletta,7
Meltzers gate,Holbergs plass,7
Saga Kino,Furulund,7
Valkyrieplassen,Fram-gaarden,7
Carl Berners plass nord,Raadhusgata,7
7. juni-plassen,Anker Hotel,7
Oslo Handelsgymnasium,Schous plass trikkestopp,7
Toeyenbekken,Fred Olsens gate,7
Paléhaven,Ensjoe T-bane,7
Majorstuveien,Ullevaalsveien,7
Schives gate,Suhms gate,7
John Colletts plass,Blindern studentparkering,7
Marienlystparken,Oslo Handelsgymnasium,7
Hoffsveien,Bislett Stadion,7
Alexander Kiellands Plass,Thereses gate,7
Hallings gate,Froeen T-bane,7
Thune,Akerselvallmenningen,7
Pilestredet 63,Frogner Stadion,7
Daelenenggata,Professor Aschehougs plass,7
Sofienbergparken nordvest,Grenseveien,7
Skovveien,OsloMet,7
Tjuvholmen,Pilestredet,7
Hallings gate,Carl Berners plass nord,7
Botanisk Hage soer,Suhms gate,7
Sognsveien,Sjoelyst,7
Monolittveien,Parkveien,7
AHO,Skovveien,7
Furulund,Ringnes Park,7
Fredensborg,Suhms gate,7
Idioten,Via Vika,7
Dronningens gate,Huk 2,7
Mailundveien,AHO,7
Colosseum Kino,Fred Olsens gate,7
Majorstuveien,Bjerregaardsgate Øst,7
Sjoesiden ved trappen,Monolittveien,7
Sjoelyst,Chr. Michelsens Gate,7
Ringnes Park,Pilestredet Studenthus,7
Skoeyen,Universitetsgata,7
Bak Niels Treschows hus soer,Lille Grensen,7
Sjoesiden ved fontenen,Botanisk hage soer-vest,7
Stjerneplassen,Storo Storsenter,7
Bjoelsen Studentby,Boekkerveien,7
Tiedemannsparken,Nordre gate,7
Skarpsnoparken,Paléhaven,7
Vestkanttorvet,Pilestredet,7
Ila,Kontraskjaeret,7
Arkitekt Rivertz Plass,Huk 1,7
Spikersuppa Vest,Vippetangen oest,7
Hans Nielsen Hauges plass,Salt,7
Bjerregaards gate,Hasle Torg,7
Enerhaugen,Kontraskjaeret,7
Botanisk hage soer-vest,Filipstadveien,7
Universitetsgata,Bjoelsen moelle,7
Georg Morgenstiernes hus,Studenterlunden,7
Sinsenveien,Majorstua skole,7
Soendre gate,Henrik Wergelands allé,7
Skarpsnoparken,Olaf Ryes plass,7
Vaalerenga,Professor Aschehougs plass,7
Bjoelsendumpa,Frognerbadet,7
Arendalsgata,Kvaernerbyen,7
Hans Nielsen Hauges plass,Riddervoldplass,7
St. Hanshaugen park nord,Colosseum Kino,7
Bogstadveien,Blindern Studenthus,7
Ila,Fyrstikktorget,7
Uranienborgparken,Sommerfrydhagen,7
Colletts gate,Soervest for Slottsparken,7
Sotahjoernet,Vippetangen oest,7
Mandalls gate,Sjoesiden ved fontenen,7
Thereses gate,Munkedamsveien,7
Karenslyst allé,Kvaernerbyen,7
Nordre gate,Stortingstunellen,7
Colletts gate,Professor Aschehougs plass,7
Sinsenveien,Hallings gate,7
Jenny Braatens Plass,OsloMet,7
Bak Niels Treschows hus nord,Edvard Storms gate,7
Thomas Heftyes plass,Marienlyst,7
Adamstuen,Koebenhavngata busstopp,7
Lille Grensen,Hasle Torg,7
Vippetangen vest,Nybrua holdeplass,7
Dokkveien,Sjoelyst,7
Ensjoe T-bane,Nybrua holdeplass,7
Pilestredet Studenthus,Sommerfrydhagen,7
Koebenhavngata busstopp,Stensparken,7
Moelleparken,Thereses gate,7
Stensgata,Colletts gate,7
Chr. Michelsens Gate,Carl Berners plass nord,7
Borgenveien,Sognsveien,7
Moelleparken,Karenslyst allé,7
Hallénparken,Lille Grensen,7
Carl Berners plass nord,Salt,7
Trelastgata,Filipstadveien,7
Ulven Torg,Toeyenparken,7
Parkveien,Kirkegata 15,7
Vestkanttorvet,Fred Olsens gate,7
Schous plass,Bjoelsen Studentby,7
Marienlyst,Olaf Ryes plass,7
Lille Schous plass,Skippergata,7
Storo Storsenter,Fyrstikktorget,7
Skoeyen Stasjon,Skovveien,7
Hammersborg Torg,Sinsenveien,7
Idioten,Schives gate,7
Huk 2,Marcus Thranes gate,7
Ringnes Park,Riddervoldplass,7
Dyvekes bru,Oscars gate,7
Vaar Frelsers gravlund,Kampen park Øst,7
Stjerneplassen,Lilleborgbanen,7
Annette Thommessens Plass,Fagerheimgata,7
Blindern studentparkering,Sjoesiden ved fontenen,7
Slottsparken Øst,Skarpsnoparken,7
Meltzers gate,Vulkan,7
Stjerneplassen,OsloMet,7
Moelleparken,Kampen park Øst,7
Elisenberg,Marienlyst,7
Vaalerenga,Slottsparken Øst,7
Kjeld Stubs gate,Jordalgata,7
Fyrstikktorget,Munkedamsveien,7
Paléhaven,Thomas Heftyes plass,7
Bislett Stadion,Toeyenparken,7
Annette Thommessens Plass,Parkveien,7
Carl Berners plass nord,Nybrua holdeplass,7
Taasen Senter,Schous plass trikkestopp,7
Holbergs plass,Bygdoey allé,7
Toeyen skole,Fram-gaarden,7
Jenny Braatens Plass,Hedmarksgata,7
Griffenfeldts gate,Torshovdalen oest,7
Parkveien,Idioten,7
Sofienbergparken nordvest,Fram-gaarden,7
Ullevaalsveien,Frognerveien,7
Elisenberg,Friggfeltet,7
Schous plass,Pilestredet,7
Finnmarksgata,Hesselbergs Gate,7
Loerenporten,Ullevaalsveien,7
Lille Schous plass,Universitetsgata,7
Elgsletta,Dokkveien,7
Stjerneplassen,Bjoelsen Studentby,7
Toeyenparken,Grenseveien,7
Daelenenggata,Krebs' gate,7
Galgeberg,Nordre gate,7
Hans Nielsen Hauges plass,Norsk Folkemuseum,7
Friggfeltet,Skoeyen Stasjon,7
Bjoelsen moelle,Oscars gate,7
Sagene bussholdeplass,Gunerius,7
Blindern Studenthus,Daelenenggata,7
Frognerbadet,Stensgata,7
Griffenfeldts gate,Bjoervika,7
Fred Olsens gate,Pilestredet Studenthus,7
Marienlyst,Colbjoernsens gate,7
Hausmanns gate,Hallénparken,7
Georg Morgenstiernes hus,Groenlands torg,7
Jess Carlsens gate,Stensparken,7
Lindern,Elisenberg,7
Spikersuppa Øst,Skarpsnoparken,7
Ullevaalsveien,Skarpsnoparken,7
Sofienbergparken soer,Hausmanns gate,7
Mailundveien,Kirkegata 15,7
Soervest for Slottsparken,Bislettgata,7
Studenterlunden,Klingenberggata,7
Blindern studentparkering,Volvat,7
Idioten,Schous plass trikkestopp,7
St. Hanshaugen park vest,Lille Schous plass,7
Edvard Storms gate,Griffenfeldts gate,7
Jens Bjelkes Gate,Sinsenveien,7
Ullevaalsveien,Loerenporten,7
Edvard Storms gate,Lilleborgbanen,7
Marcus Thranes gate,Hedmarksgata,7
Uranienborgparken,Bjoelsen Studentby,7
Elisenberg,Botanisk Hage soer,7
Uelands gate,Nybrua holdeplass,7
Ensjoe T-bane,Storo Storsenter,7
Pilestredet 63,Stjerneplassen,7
Skoeyen,Holbergs plass,7
Elisenberg,The Hub,7
Soendre gate,Schives gate,7
Dronningens gate,Nordre gate,7
Toeyenparken,Lille Grensen,7
Volvat,Schives gate,7
Myraloekka Øst,Thune,7
Schous plass trikkestopp,Krohgstoetten hospital,7
Sjoesiden ved trappen,Olav Kyrres plass,7
Marienlyst,Briskeby,7
Linaaes gate,Suhms gate,7
Bjerregaards gate,Fram-gaarden,7
Badebakken,Thomas Heftyes plass,7
Ullevaalsalléen,Arendalsgata,7
Marienlyst,Griffenfeldts gate,7
Skoeyen,Fyrstikktorget,7
Tiedemannsparken,Bjerregaardsgate Øst,7
Briskeby,Skarpsnoparken,7
Vulkan,Schives gate,7
Uranienborgveien,Skarpsnoparken,7
Krebs' gate,Majorstua skole,7
Froeen T-bane,Briskeby,7
Anker Hotel,Lille Schous plass,7
Huitfeldts gate,Drammensveien,7
Hasle Torg,Badebakken,7
Via Vika,Mailundveien,7
Meltzers gate,Ullevaalsveien,7
Fysikkbygningen,Sjoesiden ved fontenen,7
Hammersborg Torg,Bjoelsendumpa,7
Mailundveien,Chr. Michelsens Gate,7
Griffenfeldts gate,Spikersuppa Øst,7
Jens Bjelkes Gate,St. Hanshaugen park vest,7
Bogstadveien,Trelastgata,7
Colosseum Kino,Sjoesiden ved trappen,7
Carl Berners plass soer,Bogstadveien,7
Furulund,Bankplassen,7
Ullevaalsalléen,Stavangergata,7
Bjoelsendumpa,Badebakken,7
Spikersuppa Vest,Vaalerenga,7
Mailundveien,Ullevaal sykehus,7
Krebs' gate,Spikersuppa Øst,7
Helga Helgesens plass,Sagene bussholdeplass,7
Via Vika,Professor Aschehougs plass,7
Bjoelsen Studentby,Marienlyst,7
Stavangergata,Gunerius,7
Domus Athletica,Kirkegata 15,7
Annette Thommessens Plass,Thomas Heftyes plass,7
Saga Kino,Arendalsgata,7
Elgsletta,Enerhaugen,7
Vaalerenga,Kampen park Øst,7
Via Vika,Henrik Ibsens gate,7
Badebakken,Briskeby,7
Carl Berners plass soer,Chr. Michelsens Gate,7
Lilleborgbanen,Munkedamsveien,7
Frognerveien,Dyvekes bru,7
Badebakken,Sognsveien,7
Arkaden Soer,Schous plass trikkestopp,7
Sognsveien,Rolf Wickstroems vei,7
Bjoelsen moelle,Pilestredet 63,7
Trondheimsveien,Sagene bussholdeplass,7
Monolittveien,Bjoelsen Studentby,7
Adamstuen,Vestkanttorvet,7
Bygdoey allé,Bjerregaards gate,7
Skippergata,Stortingstunellen,7
Tjuvholmen,Myraloekka Øst,7
Groenlands torg,Gimle Kino,7
Marienlyst,Badebakken,7
Vippetangen oest,Bislett Stadion,7
Nydalen,Hasle Torg,7
Oslo Handelsgymnasium,Gunerius,7
HasleLinje,Biskop Gunnerus' gate,7
Norsk Folkemuseum,Majorstua skole,7
Frognerveien,Marienlystparken,7
Schives gate,Alexander Kiellands Plass,7
Loerenveien,Kirkeveien,7
Botanisk Hage vest,Bjerregaardsgate Øst,7
Bjerregaards gate,Vestkanttorvet,7
Marienlyst,Munkegata,7
Sotahjoernet,Fredensborg,7
Landstads gate,Elisenberg,7
Skoeyen,Toeyen skole,7
Tannlegehoeyskolen,Suhms gate,7
Jenny Braatens Plass,Hasle Torg,7
Hallings gate,Adamstuen,7
Bak Niels Treschows hus nord,Bjerregaardsgate Øst,7
Skarpsnoparken,Professor Aschehougs plass,7
Landstads gate,Bjoelsen moelle,7
Kirkeveien,Sukkerbiten,7
Forskningsveien,Vaterlandsparken,7
Griffenfeldts gate,Bentsebrugata,7
Georg Morgenstiernes hus,Landstads gate,7
Stortingstunellen,Elisenberg,7
Fysikkbygningen,Lille Schous plass,7
Studentparlamentet,Skoeyen Stasjon,7
Valkyrieplassen,Stavangergata,7
Torshovdalen oest,Edvard Storms gate,7
Filipstadveien,Vippetangen oest,7
Hydroparken,Stortingstunellen,7
Thune,Holbergs plass,7
Forskningsveien,Trondheimsveien,7
Hammersborg Torg,Majorstuveien,7
Koebenhavngata busstopp,Arkaden Nord,7
Jenny Braatens Plass,Sagene bussholdeplass,7
Schives gate,St. Hanshaugen park vest,7
Mailundveien,Skippergata,7
Blindern studentparkering,Jernbanetorget,7
Colbjoernsens gate,Arkaden Nord,7
Krebs' gate,Dyvekes bru,7
Forskningsveien,Bjoelsen moelle,7
Colbjoernsens gate,Skippergata,7
Nybrua holdeplass,Hesselbergs Gate,7
Kirkeristen,Koebenhavngata busstopp,7
Over Raadhusgata,Gunerius,7
Bak Niels Treschows hus soer,Slottsparken Øst,7
Ila,Kirkeveien,7
Nydalen,Sofienbergparken nordvest,7
Suhms gate,Bjoelsendumpa,7
